-4.75 	14.62
-4.25 	14.15
-3.75 	13.92
-3.25 	11.83
-2.75 	11.60
-2.50 	12.53
-2.25	 11.83
-2.00	 9.05
-1.75    4.87
-1.5 	12.06
-1.25	 25.06
-1.0 	 35.96
-0.75 	43.38
-0.5	46.63
-0.25	46.60
0.0	44.31
0.25	38.98
0.5	28.77
0.75	15.31
1.25	11.60
1.75	17.86
2.25	12.06
2.75	11.37
3.25	16.94
3.75	15.31	
4.25	16.94
4.75	22.74
      
