-4.75      20.42
-4.25      18.33
-3.75      13.92
-3.25	 19.95
-2.75	 22.50 
-2.50	22.04
-2.25	24.36
-2.00	25.75
-1.75	24.59
-1.5	24.59
-1.25	26.91
-1.0	25.52
-0.75	24.82
-0.5	25.06
-0.25	26.91
0.0	26.91
0.25	25.52
0.5	24.13	
0.75	22.97
1.0	22.97
1.25	23.66
1.75	21.34
2.25	20.42
2.75	20.88
3.25	19.72
3.75	20.88
4.25	21.81
4.75	19.26
        
