-4.75 	18.33
-4.25 	14.15
-3.75 	9.74
-3.25	17.17
-2.75	16.24
-2.50	9.74
-2.25	3.71
-2.00	6.96
-1.75	14.15
-1.5	25.06
-1.25	34.10
-1.0	38.74
-0.75	41.30
-0.5	42.46
-0.25	41.99
0.0	38.28
0.25	35.26
0.5	29.46
0.75	22.04
1.0	13.22
1.25	6.26
1.75	20.42
2.25	19.95
2.75	10.90
3.25	11.83
3.75	19.72
4.25	17.63
4.75	18.10
      
