-4.75   16.01
-4.25   14.62
-3.75   14.62
-3.25	14.85
-2.75	16.24	
-2.50	19.26
-2.25	21.11
-2.00	20.88
-1.75	21.81
-1.5	25.75
-1.25	31.55
-1.0	33.41
-0.75	33.87
-0.5	33.02
-0.25	30.39
0.0	28.07
0.25	27.61
0.5	26.91
0.75	23.43
1.0	20.88
1.25	21.58
1.75	20.42
2.25	19.95
2.75	17.86
3.25	16.70
3.75	16.24
4.25	19.02
4.75	22.97
      
